"scientific_name","taxocode","a3_code","isscaap","english_name"
"Squatina oculata","1090300411","SUT",38,"Smoothback angelshark"
"Squatina tergocellata","1090300412","SUE",38,"Ornate angelshark"
"Squatina tergocellatoides","1090300413","SUN",38,"Ocellated angelshark"
"Squatina guggenheim","1090300414","SWV",38,"Angular angel shark"
"Squatina occulta","1090300415","SZJ",38,"Hidden angel shark"
"Squatinidae","10903XXXXX","ASK",38,"Angelsharks, sand devils nei"
"Oxynotus centrina","1090500601","OXY",38,"Angular roughshark"
"Oxynotus paradoxus","1090500602","OXN",38,"Sailfin roughshark"
"Oxynotus bruniensis","1090500603","OXB",38,"Prickly dogfish"
"Oxynotus caribbaeus","1090500604","OXC",38,"Caribbean roughshark"
"Oxynotus japonicus","1090500605","OXZ",38,"Japanese roughshark"
"Echinorhinus brucus","1090600901","SHB",38,"Bramble shark"
"Echinorhinus cookei","1090600902","ECK",38,"Prickly shark"
"Squaliformes","109XXXXXXX","SHX",38,"Dogfish sharks, etc. nei"
"Aptychotrema bougainvillii","1100100101","RRA",38,"Short-snouted shovelnose ray"
"Aptychotrema rostrata","1100100102","RAR",38,"Eastern shovelnose ray"
"Aptychotrema vincentiana","1100100103","RAV",38,"Western shovelnose ray"
"Platyrhina sinensis","1100100201","RPS",38,""
"Platyrhinoidis triseriata","1100100301","RPT",38,"Thornback guitarfish"
"Rhynchobatus australiae","1100100401","RCA",38,"Whitespotted wedgefish"
"Rhynchobatus djiddensis","1100100402","RCD",38,"Giant guitarfish"
"Rhynchobatus luebberti","1100100403","RCL",38,"African wedgefish"
"Rhinobatos annandalei","1100100502","RHD",38,"Annandale's guitarfish"
"Rhinobatos annulatus","1100100503","RBA",38,""
"Rhinobatos batillum","1100100504","RBB",38,""
"Rhinobatos blochii","1100100505","RHH",38,"Bluntnose guitarfish"
"Rhinobatos brevirostris","1100100506","RBE",38,"Lesser guitarfish"
"Rhinobatos cemiculus","1100100507","RBC",38,"Blackchin guitarfish"
"Rhinobatos formosensis","1100100508","RHF",38,""
"Rhinobatos percellens","1100100509","GUD",38,"Chola guitarfish"
"Rhinobatos planiceps","1100100510","GUF",38,"Pacific guitarfish"
"Rhinobatos halavi","1100100511","RBH",38,"Halavi ray"
"Rhinobatos holcorhynchus","1100100512","RBO",38,"Slender guitarfish"
"Rhinobatos hynnicephalus","1100100513","RBN",38,""
"Rhinobatos irvinei","1100100514","RBI",38,""
"Rhinobatos albomaculatus","1100100515","GUB",38,"Whitespotted guitarfish"
"Rhinobatos leucorhynchus","1100100516","RBU",38,"Whitesnout guitarfish"
"Rhinobatos leucospilus","1100100517","RBS",38,"Grayspottted guitarfish"
"Rhinobatos lionotus","1100100518","RBD",38,""
"Rhinobatos obtusus","1100100519","RBM",38,""
"Rhinobatos glaucostigma","1100100520","RBL",38,"Speckled guitarfish"
"Rhinobatos ocellatus","1100100521","RHO",38,""
"Rhinobatos productus","1100100522","RBP",38,"Shovelnose guitarfish"
"Rhinobatos punctifer","1100100523","RBF",38,""
"Rhinobatos rhinobatos","1100100524","RBX",38,"Common guitarfish"
"Rhinobatos salalah","1100100525","RBW",38,""
"Rhinobatos schlegelii","1100100526","RBZ",38,"Brown guitarfish"
"Rhinobatos thouin","1100100527","RBV",38,"Thouin ray"
"Rhinobatos typus","1100100528","RBQ",38,"Giant shovelnose ray"
"Rhinobatos horkelii","1100100529","RBK",38,"Brazilian guitarfish"
"Rhinobatos granulatus","1100100530","RBR",38,"Granulated guitarfish"
"Rhinobatos lentiginosus","1100100532","RBT",38,"Atlantic guitarfish"
"Rhinobatos spp","11001005XX","GUZ",38,"Guitarfishes nei"
"Zanobatus schoenleinii","1100100601","RZS",38,""
"Zapteryx exasperata","1100100701","RZE",38,"Banded guitarfish"
"Rhina ancylostoma","1100101401","RRY",38,"Bowmouth guitarfish"
"Trygonorrhina fasciata","1100101601","RTF",38,"Southern fiddler"
"Trygonorrhina guaneria","1100101602","RTG",38,""
"Trygonorrhina melaleuca","1100101603","RTM",38,"Magpie fiddler ray"
"Rhinobatidae","11001XXXXX","GTF",38,"Guitarfishes, etc. nei"
"Anoxypristis cuspidata","1100200301","RPA",38,"Pointed sawfish"
"Pristis clavata","1100200401","RPC",38,"Dwarf sawfish"
"Pristis microdon","1100200402","RPM",38,"Largetooth sawfish"
"Pristis pectinata","1100200403","RPP",38,"Smalltooth sawfish"
"Pristis pristis","1100200404","RPR",38,"Common sawfish"
"Pristis zijsron","1100200405","RPZ",38,"Longcomb sawfish"
"Pristidae","11002XXXXX","SAW",38,"Sawfishes"
"Raja batis","1100400101","RJB",38,"Blue skate"
"Raja clavata","1100400102","RJC",38,"Thornback ray"
"Raja radiata","1100400103","RJR",38,"Starry ray"
"Raja montagui","1100400104","RJM",38,"Spotted ray"
"Raja brachyura","1100400105","RJH",38,"Blonde ray"
"Raja circularis","1100400106","RJI",38,"Sandy ray"
"Raja fullonica","1100400107","RJF",38,"Shagreen ray"
"Raja wallacei","1100400108","JAK",38,"Yellowspotted skate"
"Raja microocellata","1100400109","RJE",38,"Small-eyed ray"
"Raja naevus","1100400110","RJN",38,"Cuckoo ray"
"Raja oxyrinchus","1100400111","RJO",38,"Longnosed skate"
"Raja undulata","1100400112","RJU",38,"Undulate ray"
"Raja springeri","1100400114","RFS",38,"Roughbelly skate"
"Raja stellulata","1100400115","RFT",38,"Starry skate"
"Raja stenorhynchus","1100400116","RFY",38,"Prow-nose skate"
"Raja straeleni","1100400117","RFL",38,"Spotted skate"
"Raja taaf","1100400118","RFA",38,""
"Raja teevani","1100400119","JAB",38,"Prickly brown ray"
"Raja tengu","1100400120","JAE",38,""
"Raja texana","1100400121","JAF",38,"Roundel skate"
"Raja whitleyi","1100400123","JAZ",38,"Wedgenose skate"
"Raja velezi","1100400124","JAG",38,"Velez ray"
"Raja alba","1100400125","RJA",38,"White skate"
"Raja rhina","1100400126","JAH",38,"Longnose skate"
"Raja robertsi","1100400127","JFB",38,"Bigmouth skate"
"Raja rondeleti","1100400128","RFO",38,"Rondelet's ray"
"Raja rouxi","1100400129","RFX",38,""
"Raja schmidti","1100400130","JFC",38,""
"Raja fyllae","1100400131","RJY",38,"Round ray"
"Raja georgiana","1100400132","SRR",38,"Antarctic starry skate"
"Raja ackleyi","1100400133","JRK",38,"Ocellate skate"
"Raja acutispina","1100400134","JRA",38,""
"Raja africana","1100400135","JRF",38,"African ray"
"Raja annandalei","1100400136","JRN",38,""
"Raja asterias","1100400137","JRS",38,"Mediterranean starry ray"
"Raja australis","1100400138","JRU",38,"Sydney skate"
"Raja badia","1100400139","JRB",38,"Broad skate"
"Raja bathyphila","1100400140","JRH",38,"Deep-water ray"
"Raja bigelowi","1100400141","JRW",38,"Bigelow's ray"
"Raja binoculata","1100400142","JRI",38,"Big skate"
"Raja boesemani","1100400143","JRO",38,""
"Raja bullisi","1100400144","JRL",38,"Bullis skate"
"Raja campbelli","1100400145","JRM",38,"Blackspot skate"
"Raja castelnaui","1100400146","JRT",38,"Spotback skate"
"Raja caudaspinosa","1100400147","JRD",38,"Munchskin skate"
"Raja cerva","1100400148","JRV",38,"White-spotted skate"
"Raja cervigoni","1100400149","JRG",38,"Finspot ray"
"Raja clarkii","1100400150","JRR",38,""
"Raja compagnoi","1100400151","JRJ",38,""
"Raja cortezensis","1100400153","JRZ",38,"Cortez' ray"
"Raja cyclophora","1100400154","JRY",38,"Eyespot skate"
"Raja dageti","1100400155","JRX",38,""
"Raja dissimilis","1100400156","JRQ",38,"Ghost skate"
"Raja doutrei","1100400157","JFD",38,"Violet skate"
"Raja eglanteria","1100400158","JFE",38,"Clearnose skate"
"Raja equatorialis","1100400159","JFQ",38,"Ecuatorial ray"
"Raja erinacea","1100400160","RJD",38,"Little skate"
"Raja fuliginea","1100400161","JFF",38,""
"Raja garmani","1100400162","JFG",38,"Freckled skate"
"Raja gigas","1100400163","JFI",38,""
"Raja gudgeri","1100400164","JFU",38,"Greenback skate"
"Raja heemstrai","1100400165","JFH",38,""
"Raja herwigi","1100400166","JFW",38,""
"Raja hollandi","1100400167","JFO",38,""
"Raja hyperborea","1100400168","RJG",38,"Arctic skate"
"Raja innominata","1100400169","JFN",38,""
"Raja inornata","1100400170","JFR",38,"California ray"
"Raja jenseni","1100400171","RJJ",38,"Shorttail skate"
"Raja johannisdavisi","1100400172","JFJ",38,""
"Raja kenojei","1100400173","JFK",38,""
"Raja laevis","1100400175","RJL",38,"Barndoor skate"
"Raja lanceorostrata","1100400176","JFA",38,"Rattail skate"
"Raja lemprieri","1100400177","JFM",38,"Thornback skate"
"Raja lentiginosa","1100400178","JFS",38,""
"Raja leopardus","1100400179","JFV",38,"Leopard skate"
"Raja leucosticta","1100400180","JFX",38,""
"Raja lintea","1100400181","RJK",38,"Sailray"
"Raja macrocauda","1100400182","JRC",38,""
"Raja maderensis","1100400183","JFY",38,"Madeiran ray"
"Raja meerdervoortii","1100400184","JFZ",38,""
"Raja melitensis","1100400185","JAM",38,"Maltese ray"
"Raja miraletus","1100400186","JAI",38,"Brown ray"
"Raja nasuta","1100400187","JAT",38,"Rough skate"
"Raja nidarosiensis","1100400188","JAD",38,"Norwegian skate"
"Raja ocellata","1100400189","RJT",38,"Winter skate"
"Raja olseni","1100400190","JAO",38,"Spreadfin skate"
"Raja pita","1100400191","JRP",38,""
"Raja polyommata","1100400192","JFP",38,"Argus skate"
"Raja polystigma","1100400193","JAY",38,"Speckled ray"
"Raja powelli","1100400194","JAW",38,""
"Raja pulchra","1100400195","JAU",38,""
"Raja pullopunctata","1100400196","JAL",38,"Slime skate"
"Raja purpuriventralis","1100400197","JAV",38,""
"Raja radula","1100400198","JAR",38,"Rough ray"
"Raja ravidula","1100400199","RFV",38,"Smoothback skate"
"Raja spp","11004001XX","SKA",38,"Raja rays nei"
"Bathyraja eatonii","1100400201","BEA",38,"Eaton's skate"
"Bathyraja maccaini","1100400202","BAM",38,"McCain's skate"
"Bathyraja murrayi","1100400203","BMU",38,"Murray's skate"
"Bathyraja caeluronigricans","1100400204","BYC",38,""
"Bathyraja diplotaenia","1100400205","BYD",38,""
"Bathyraja abyssicola","1100400206","BYY",38,"Deep-sea skate"
"Bathyraja aleutica","1100400207","BYA",38,"Aleutian skate"
"Bathyraja andriashevi","1100400208","BYV",38,""
"Bathyraja griseocauda","1100400209","BYG",38,""
"Bathyraja hesperafricana","1100400210","BYH",38,""
"Bathyraja interrupta","1100400211","BYI",38,"Sandpaper skate"
"Bathyraja irrasa","1100400212","BYR",38,"Kerguelen sandpaper skate"
"Bathyraja isotrachys","1100400213","BYT",38,""
"Bathyraja lindbergi","1100400214","BYL",38,"Commander skate"
"Bathyraja matsubarai","1100400215","BYM",38,""
"Bathyraja meridionalis","1100400216","BYE",38,"Dark-belly skate"
"Bathyraja minispinosa","1100400217","BYN",38,""
"Bathyraja notoroensis","1100400218","BYO",38,""
"Bathyraja pallida","1100400219","BYP",38,"Pale ray"
"Bathyraja parmifera","1100400220","BYF",38,"Alaska skate"
"Bathyraja richardsoni","1100400221","BYQ",38,"Richardson's ray"
"Bathyraja rosispinis","1100400222","BYJ",38,"Flathead skate"
"Bathyraja shuntovi","1100400223","BYU",38,"Longnose deep-sea skate"
"Bathyraja simoterus","1100400224","BYK",38,""
"Bathyraja smirnovi","1100400225","BYX",38,""
"Bathyraja smithii","1100400226","BYZ",38,""
"Bathyraja spinicauda","1100400227","RJQ",38,"Spinetail ray"
"Bathyraja spinosissima","1100400228","BJS",38,"Spiny skate"
"Bathyraja trachouros","1100400229","BJT",38,""
"Bathyraja trachura","1100400230","BJR",38,"Roughtail skate"
"Bathyraja tzinovskii","1100400231","BJZ",38,""
"Bathyraja violacea","1100400232","BJV",38,"Okhotsk skate"
"Bathyraja brachyurops","1100400233","BZB",38,"Broadnose skate"
"Bathyraja macloviana","1100400234","BZM",38,"Patagonian skate"
"Bathyraja scaphiops","1100400235","BZS",38,"Cuphead skate"
"Bathyraja spp","11004002XX","BHY",38,"Bathyraja rays nei"
"Arhynchobatis asperrimus","1100400301","RAY",38,"Longtail skate"
"Cruriraja atlantis","1100400501","CJA",38,"Cuban legskate"
"Cruriraja durbanensis","1100400502","CJD",38,"Smoothnose legskate"
"Cruriraja parcomaculata","1100400503","CJP",38,"Roughnose legskate"
"Cruriraja poeyi","1100400504","CJY",38,""
"Cruriraja triangularis","1100400505","CJT",38,"Triangular legskate"
"Gurgesiella atlantica","1100400601","RGA",38,""
"Gurgesiella sibogae","1100400602","RGS",38,""
"Irolita waitii","1100400701","RIW",38,"Southern round skate"
"Malacoraja spinacidermis","1100400801","RJP",38,"Soft skate"
"Malacoraja senta","1100400802","RJS",38,"Smooth skate"
"Malacoraja kreffti","1100400803","JFT",38,"Krefft's ray"
"Neoraja africana","1100400901","RNA",38,""
"Neoraja stehmanni","1100400902","RNS",38,"African pygmy skate"
"Notoraja ochroderma","1100401001","RNO",38,""
"Notoraja subtilispinosa","1100401002","RNU",38,""
"Notoraja tobitukai","1100401003","RNT",38,""
"Pavoraja alleni","1100401101","PJA",38,"Allens skate"
"Pavoraja asperula","1100401102","PJS",38,"Smooth deep-sea skate"
"Pavoraja laxipella","1100401103","PJX",38,""
"Pavoraja nitida","1100401104","PJN",38,"Peacock skate"
"Pavoraja spinifera","1100401105","PJF",38,"Prickly deep-sea skate"
"Rhinoraja kujiensis","1100401201","RHK",38,"Dapple-bellied softnose skate"
"Rhinoraja longicauda","1100401202","RHJ",38,""
"Rhinoraja odai","1100401203","RHE",38,""
"Dipturus innominatus","1100402001","DPQ",38,"New Zealand smooth skate"
"Dipturus chilensis","1100402002","DPV",38,"Yellownose skate"
"Zearaja nasuta","1100403001","ZRN",38,"New Zealand rough skate"
"Rioraja agassizi","1100403201","RRW",38,"Rio skate"
"Psammobatis bergi","1100403401","QMB",38,"Blotched sand skate"
"Psammobatis normani","1100403402","QMT",38,"Shortfin sand skate"
"Psammobatis spp","11004034XX","XMB",38,"Psammobatis sand skates nei"
"Sympterygia bonapartii","1100403601","YBQ",38,"Smallnose fanskate"
"Sympterygia acuta","1100403602","YAW",38,"Bignose fanskate"
"Breviraja atripinna","1100404001","BVA",38,""
"Breviraja caerulea","1100404002","BVC",38,"Blue ray"
"Breviraja colesi","1100404003","BVO",38,""
"Breviraja cubensis","1100404004","BVU",38,""
"Breviraja spinosa","1100404005","BVS",38,""
"Rajella barnardi","1100404201","JRE",38,"Bigthorn skate"
"Rajidae","11004XXXXX","RAJ",38,"Rays and skates nei"
"Dasyatis akajei","1100500301","WST",38,"Whip stingray"
"Dasyatis americana","1100500302","RDA",38,"Southern stingray"
"Dasyatis annotata","1100500303","RDN",38,"Plain maskray"
"Dasyatis bennetti","1100500304","RDB",38,"Bennett's stingray"
"Dasyatis brevicaudata","1100500305","RDR",38,"Short-tail stingray"
"Dasyatis brevis","1100500306","RDV",38,"Whiptail stingray"
"Dasyatis centroura","1100500307","RDC",38,"Roughtail stingray"
"Dasyatis chrysonota","1100500308","RDH",38,""
"Dasyatis dipterura","1100500309","RDD",38,"Diamond stingray"
"Dasyatis fluviorum","1100500310","RDF",38,"Estuary stingray"
"Dasyatis garouaensis","1100500311","RDG",38,""
"Dasyatis geijskesi","1100500312","RDJ",38,"Sharpsnout stingray"
"Dasyatis giganteus","1100500313","RDI",38,""
"Dasyatis guttata","1100500314","RDU",38,"Longnose stingray"
"Dasyatis kuhlii","1100500315","RDK",38,"Blue-spotted stingray"
"Dasyatis violacea","1100500316","PLS",38,"Pelagic stingray"
"Dasyatis laosensis","1100500317","RDO",38,"Mekong stingray"
"Dasyatis latus","1100500318","RDT",38,""
"Dasyatis leylandi","1100500319","RDY",38,"Painted maskray"
"Dasyatis longa","1100500320","RDL",38,"Longtail stingray"
"Dasyatis margarita","1100500321","RDS",38,"Daisy stingray"
"Dasyatis margaritella","1100500322","RDE",38,""
"Dasyatis marmorata","1100500323","RDQ",38,""
"Dasyatis matsubarai","1100500324","JDM",38,""
"Dasyatis microps","1100500325","RDP",38,"Smalleye stingray"
"Dasyatis pastinaca","1100500326","JDP",38,"Common stingray"
"Dasyatis rudis","1100500327","JDR",38,""
"Dasyatis sabina","1100500328","JDS",38,"Atlantic stingray"
"Dasyatis say","1100500329","JDY",38,"Bluntnose stingray"
"Dasyatis thetidis","1100500330","JDT",38,"Thorntail stingray"
"Dasyatis tortonesei","1100500331","JDO",38,"Tortonese's stingray"
"Dasyatis ukpam","1100500332","RDW",38,""
"Dasyatis ushiei","1100500333","RDX",38,""
"Dasyatis zugei","1100500334","RDZ",38,"Pale-edged stingray"
"Dasyatis spp","11005003XX","STI",38,"Stingrays nei"
"Pastinachus sephen","1100501301","DYP",38,"Cowtail stingray"
"Taeniura grabata","1100501901","RTB",38,"Round stingray"
"Taeniura lymma","1100501902","RTY",38,"Ribbontail stingray"
"Taeniura meyeni","1100501903","RTE",38,"Round ribbontail ray"
"Urogymnus asperrimus","1100502101","RUA",38,"Porcupine ray"
"Urogymnus natalensis","1100502102","RUN",38,"Butterfly ray"
"Himantura alcockii","1100503401","DHK",38,""
"Himantura bleekeri","1100503402","DHB",38,"Bleeker's whipray"
"Himantura chaophraya","1100503403","DHC",38,"Freshwater whipray"
"Himantura draco","1100503404","DHD",38,"Dragon stingray"
"Himantura fai","1100503405","DHF",38,"Pink whipray"
"Himantura fluviatilis","1100503406","DHU",38,""
"Himantura gerrardi","1100503407","DHG",38,"Sharpnose stingray"
"Himantura granulata","1100503408","DHR",38,"Mangrove whipray"
"Himantura imbricata","1100503409","DHM",38,"Scaly whipray"
"Himantura jenkinsii","1100503410","DHJ",38,"Jenkins whipray"
"Himantura krempfi","1100503411","DHE",38,""
"Himantura marginata","1100503412","DHN",38,"Blackedge whipray"
"Himantura oxyrhynchus","1100503413","DHX",38,"Marbled whipray"
"Himantura pacifica","1100503414","DHP",38,"Pacific chupare"
"Himantura schmardae","1100503415","DHH",38,"Chupare stingray"
"Himantura signifer","1100503416","DHS",38,"White-rimmed stingray"
"Himantura toshi","1100503417","DHT",38,"Black-spotted whipray"
"Himantura uarnak","1100503418","DHV",38,"Honeycomb stingray"
"Himantura undulata","1100503419","DHL",38,"Leopard whipray"
"Himantura walga","1100503420","DHW",38,"Dwarf whipray"
"Dasyatidae","11005XXXXX","STT",38,"Stingrays, butterfly rays nei"
"Potamotrygon constellata","1100600601","PPT",38,""
"Potamotrygon hystrix","1100600602","PPY",38,""
"Potamotrygon laticeps","1100600603","PPE",38,""
"Potamotrygon magdalenae","1100600604","PPM",38,""
"Potamotrygon motoro","1100600605","PPR",38,"South American freshwater stin"
"Potamotrygon scobina","1100600606","PPI",38,""
"Potamotrygon yepezi","1100600607","PPP",38,""
"Potamotrygon","11006006XX","QEX",38,""
"Aetobatus flagellum","1100700201","MAF",38,"Longheaded eagle ray"
"Aetobatus narinari","1100700202","MAE",38,"Spotted eagle ray"
"Aetobatus ocellatus","1100700203","MAO",38,""
"Aetobatus spp","11007002XX","AQX",38,""
"Myliobatis aquila","1100700801","MYL",38,"Common eagle ray"
"Myliobatis australis","1100700802","MYR",38,"Australian bull ray"
"Myliobatis californica","1100700803","MYF",38,"Bat eagle ray"
"Myliobatis chilensis","1100700804","MYH",38,""
"Myliobatis freminvillii","1100700805","MYM",38,"Bullnose eagle ray"
"Myliobatis goodei","1100700806","MYO",38,"Southern eagle ray"
"Myliobatis hamlyni","1100700807","MYY",38,"Purple eagle ray"
"Myliobatis longirostris","1100700808","MYT",38,"Snouted eagle ray"
"Myliobatis tenuicaudatus","1100700809","MYD",38,"Eagle ray"
"Myliobatis tobijei","1100700810","MYJ",38,"Japanese eagle ray"
"Myliobatis spp","11007008XX","MWX",38,""
"Pteromylaeus asperrimus","1100701101","MPA",38,"Rough eagle ray"
"Pteromylaeus bovinus","1100701102","MPO",38,"Bull ray"
"Rhinoptera adspersa","1100702401","MRA",38,"Rough cownose ray"
"Rhinoptera bonasus","1100702402","MRB",38,"Cownose ray"
"Rhinoptera brasiliensis","1100702403","MRR",38,"Ticon cownose ray"
"Rhinoptera javanica","1100702404","MRJ",38,"Flapnose ray"
